object+AF8-id,centroids+AF8-x,centroids+AF8-y,aspect+AF8-ratio,area,frames,scores,counted,ground_truth
7,1803,2768,7,625807,88,0.82,TRUE,1
7,1839,2768,7.87739463601533,536616,89,0.66,TRUE,1
7,1872,2755,8.00395256916996,512325,90,0.43,TRUE,1
7,1894,2768,6.82792207792208,647724,91,0.25,TRUE,1
7,1925,2763,7.57090909090909,572550,92,0.13,TRUE,1
7,1948,2762,7.62545454545455,576675,93,0.49,TRUE,1
7,1986,2730,7.5546875,495104,94,0.48,TRUE,1
7,2007,2755,6.76848874598071,654655,95,0.67,TRUE,1
7,2027,2761,7.80147058823529,577184,96,0.56,TRUE,1
7,2051,2760,9.52488687782805,465205,97,0.39,TRUE,1
7,2085,2382,6.54285714285714,128240,98,0.56,TRUE,1
7,2100,2122,4.84328358208955,86966,99,0.71,TRUE,1
7,2103,1945,3.60869565217391,68724,100,0.46,TRUE,1
7,2092,1728,2.08720930232558,61748,101,0.6,TRUE,1
7,2098,1625,1.95035460992908,38775,102,0.43,TRUE,1
7,2109,1575,8.33333333333333,108300,103,0.14,TRUE,1
21,909,263,0,0,119,0.5,TRUE,0
21,968,261,7.928,123875,120,0.62,TRUE,0
21,1023,257,8.25619834710744,120879,121,0.16,TRUE,0
21,1156,253,8.43589743589744,115479,123,0.38,TRUE,0
31,58,2742,0,0,163,0.61,TRUE,1
31,79,2355,11.5341614906832,298977,164,0.55,TRUE,1
31,92,2301,11.6229508196721,389241,165,0.75,TRUE,1
31,114,2355,9.88412017167382,536599,166,0.7,TRUE,1
31,135,2419,9.64634146341463,583758,167,0.65,TRUE,1
31,166,2540,10.1244635193133,549647,168,0.81,TRUE,1
31,204,2587,10.4561403508772,543552,169,0.85,TRUE,1
31,235,2609,10.4711111111111,530100,170,0.76,TRUE,1
31,267,2627,10.9714285714286,483840,171,0.78,TRUE,1
31,295,2705,10.169014084507,461358,172,0.68,TRUE,1
31,333,2666,10.0364583333333,369984,173,0.68,TRUE,1
31,366,2635,9.21052631578947,332500,174,0.75,TRUE,1
31,393,2703,10.1904761904762,449400,175,0.76,TRUE,1
31,415,2740,9.49777777777778,480825,176,0.8,TRUE,1
31,421,2696,8.43165467625899,651632,177,0.81,TRUE,1
31,449,2662,8.73260073260073,650832,178,0.74,TRUE,1
31,494,2726,9.24675324675325,493416,179,0.7,TRUE,1
31,532,2733,9.17721518987342,515475,180,0.8,TRUE,1
31,567,2695,9.48971193415638,560358,181,0.8,TRUE,1
31,604,2644,9.79741379310345,527336,182,0.79,TRUE,1
31,644,2651,10.5871559633028,503144,183,0.78,TRUE,1
31,672,2649,10.0641025641026,551070,184,0.77,TRUE,1
31,709,2637,9.49590163934426,565348,185,0.85,TRUE,1
31,744,2606,9.15289256198347,536030,186,0.81,TRUE,1
31,783,2602,9.4468085106383,521700,187,0.78,TRUE,1
31,816,2607,10.1822222222222,515475,188,0.79,TRUE,1
31,854,2619,10.5596330275229,501836,189,0.79,TRUE,1
31,884,2638,10.2964601769912,525902,190,0.78,TRUE,1
31,913,2643,10.2378854625551,527548,191,0.85,TRUE,1
31,948,2624,10.0088888888889,506700,192,0.83,TRUE,1
31,981,2628,9.94372294372294,530607,193,0.8,TRUE,1
31,1008,2647,10.1991341991342,544236,194,0.82,TRUE,1
31,1037,2612,10.2009132420091,489246,195,0.81,TRUE,1
31,1088,2600,10,488410,196,0.82,TRUE,1
31,1126,2639,10.7889908256881,512736,197,0.84,TRUE,1
31,1157,2655,10.875,507384,198,0.82,TRUE,1
31,1193,2741,10.1658536585366,427220,199,0.74,TRUE,1
31,1218,2782,9.58411214953271,438914,200,0.81,TRUE,1
31,1251,2790,10.0533980582524,426626,201,0.71,TRUE,1
31,1313,2702,10.2764976958525,483910,202,0.8,TRUE,1
31,1352,2616,10.5240384615385,455312,203,0.75,TRUE,1
31,1382,2630,10.9859154929577,498420,204,0.73,TRUE,1
31,1415,2640,11.9948979591837,460796,205,0.77,TRUE,1
31,1441,2649,11.4029126213592,483894,206,0.74,TRUE,1
31,1479,2647,11.53,461200,207,0.72,TRUE,1
31,1520,2639,11.6345177664975,451524,208,0.72,TRUE,1
31,1551,2641,10.6118721461187,508956,209,0.81,TRUE,1
31,1572,2649,9.68724279835391,572022,210,0.84,TRUE,1
31,1602,2653,10.5133928571429,527520,211,0.82,TRUE,1
31,1641,2637,10.8990384615385,471536,212,0.79,TRUE,1
31,1681,2644,10.6837209302326,493855,213,0.84,TRUE,1
31,1714,2658,10.8584905660377,488024,214,0.85,TRUE,1
31,1748,2651,11.3299492385787,439704,215,0.82,TRUE,1
31,1775,2671,11.1756097560976,469655,216,0.84,TRUE,1
31,1805,2677,11.5357142857143,443156,217,0.83,TRUE,1
31,1848,2681,10.8910891089109,444400,218,0.71,TRUE,1
31,1877,2695,11.029702970297,450056,219,0.79,TRUE,1
31,1903,2664,10.8489583333333,399936,220,0.82,TRUE,1
31,1933,2672,11.3386243386243,405027,221,0.82,TRUE,1
31,1963,2670,11.0152284263959,427490,222,0.82,TRUE,1
31,1994,2690,10.9356435643564,446218,223,0.84,TRUE,1
31,2021,2694,11.1179487179487,422760,224,0.71,TRUE,1
31,2059,2687,11.0051546391753,414190,225,0.68,TRUE,1
31,2081,2680,12.6867469879518,349596,226,0.7,TRUE,1
31,2103,2648,16.7235772357724,253011,227,0.4,TRUE,1
31,2113,2640,9.12213740458015,156545,228,0.13,TRUE,1
33,65,1913,0,0,228,0.8,TRUE,1
33,81,1951,7.52469135802469,197478,229,0.89,TRUE,1
33,93,2163,9.03174603174603,322623,230,0.11,TRUE,1
33,117,2255,8.11111111111111,410625,231,0.88,TRUE,1
33,144,2296,7.82157676348548,454285,232,0.85,TRUE,1
33,173,2358,8.42677824267783,481346,233,0.83,TRUE,1
33,205,2431,8.41501976284585,538637,234,0.82,TRUE,1
33,249,2451,9.19409282700422,516423,235,0.81,TRUE,1
33,284,2466,9.25738396624473,519978,236,0.82,TRUE,1
33,321,2420,8.77446808510638,484570,237,0.84,TRUE,1
33,353,2380,8.45535714285714,424256,238,0.81,TRUE,1
33,381,2407,8.49166666666667,489120,239,0.85,TRUE,1
33,414,2417,8.93333333333333,452250,240,0.85,TRUE,1
33,443,2458,9.35930735930736,499422,241,0.84,TRUE,1
33,477,2394,8.60648148148148,401544,242,0.82,TRUE,1
33,502,2415,9.20325203252033,556944,243,0.89,TRUE,1
33,536,2433,9.1587982832618,497222,244,0.78,TRUE,1
33,567,2406,8.77477477477478,432456,245,0.82,TRUE,1
33,591,2434,8.64830508474576,481676,246,0.85,TRUE,1
33,621,2396,8.75355450236967,389717,247,0.78,TRUE,1
33,648,2439,9.40265486725664,480250,248,0.83,TRUE,1
33,677,2377,8.28110599078341,389949,249,0.82,TRUE,1
33,700,2376,8.07758620689655,434768,250,0.81,TRUE,1
33,730,2401,8.65065502183406,453649,251,0.77,TRUE,1
33,756,2459,9.10822510822511,486024,252,0.83,TRUE,1
33,785,2413,7.97413793103448,429200,253,0.83,TRUE,1
33,815,2369,7.97321428571429,400064,254,0.82,TRUE,1
33,841,2351,8.12775330396476,418815,255,0.84,TRUE,1
33,873,2342,7.88495575221239,402732,256,0.86,TRUE,1
33,902,2398,8.07755102040816,484855,257,0.82,TRUE,1
33,933,2404,8.5929203539823,438892,258,0.79,TRUE,1
33,965,2433,8.59227467811159,466466,259,0.84,TRUE,1
33,993,2443,8.13306451612903,500216,260,0.15,TRUE,1
33,1027,2422,8.32203389830509,463504,261,0.11,TRUE,1
33,1063,2426,8.28033472803347,472981,262,0.43,TRUE,1
33,1097,2412,7.76954732510288,458784,263,0.72,TRUE,1
33,1134,2419,8.32751091703057,436703,264,0.6,TRUE,1
33,1171,2426,8.35217391304348,441830,265,0.67,TRUE,1
33,1206,2470,8.8974358974359,487188,266,0.45,TRUE,1
33,1239,2426,8.50649350649351,453915,267,0.18,TRUE,1
33,1271,2414,7.81893004115226,461700,268,0.86,TRUE,1
33,1305,2439,7.94758064516129,488808,269,0.83,TRUE,1
33,1340,2428,7.95,457920,270,0.86,TRUE,1
33,1372,2457,8.06854838709677,496248,271,0.86,TRUE,1
33,1404,2446,8,460800,272,0.86,TRUE,1
33,1439,2429,7.90794979079498,451710,273,0.84,TRUE,1
33,1467,2458,7.62737642585551,527578,274,0.73,TRUE,1
33,1504,2443,8.03829787234043,443915,275,0.85,TRUE,1
33,1538,2450,7.86178861788618,475764,276,0.86,TRUE,1
33,1572,2476,7.9601593625498,501498,277,0.85,TRUE,1
33,1608,2469,7.95564516129032,489304,278,0.83,TRUE,1
33,1642,2447,7.50393700787402,484124,279,0.85,TRUE,1
33,1680,2461,7.77165354330709,501396,280,0.8,TRUE,1
33,1717,2441,7.72427983539095,456111,281,0.86,TRUE,1
33,1749,2489,8.18823529411765,532440,282,0.86,TRUE,1
33,1787,2464,7.836,489750,283,0.82,TRUE,1
33,1821,2463,7.77254901960784,505410,284,0.83,TRUE,1
33,1854,2525,8.28735632183908,564543,285,0.76,TRUE,1
33,1895,2499,8.15573770491803,485560,286,0.77,TRUE,1
33,1936,2486,7.85882352941176,511020,287,0.84,TRUE,1
33,1974,2522,8.03041825095057,555456,288,0.85,TRUE,1
33,2013,2493,7.63565891472868,508260,289,0.85,TRUE,1
33,2043,2480,7.91213389121339,451949,290,0.76,TRUE,1
33,2068,2572,10.5,387072,291,0.76,TRUE,1
33,2088,2584,10.7278481012658,267810,292,0.2,TRUE,1
33,2106,2679,12.6475409836066,188246,293,0.28,TRUE,1
33,2123,2780,11.7351351351351,401635,294,0.38,TRUE,1
39,92,2450,0,0,294,0.76,TRUE,1
39,102,2552,10.6519607843137,443292,295,0.77,TRUE,1
39,116,2640,9.30869565217391,492430,296,0.77,TRUE,1
39,132,2666,8.30645161290323,510880,297,0.82,TRUE,1
39,155,2701,7.92883895131086,565239,298,0.87,TRUE,1
39,188,2712,7.52797202797203,615758,299,0.88,TRUE,1
39,221,2721,7.74204946996466,620053,300,0.87,TRUE,1
39,250,2715,7.78368794326241,618990,301,0.86,TRUE,1
39,279,2715,7.45084745762712,648410,302,0.87,TRUE,1
39,315,2713,7.78853046594982,606267,303,0.85,TRUE,1
39,354,2707,7.88768115942029,600852,304,0.88,TRUE,1
39,386,2703,8.19924812030075,580146,305,0.87,TRUE,1
39,422,2699,8.21804511278195,581476,306,0.88,TRUE,1
39,460,2693,8.14498141263941,589379,307,0.86,TRUE,1
39,488,2699,7.2970297029703,669933,308,0.8,TRUE,1
39,526,2695,7.68181818181818,628342,309,0.87,TRUE,1
39,561,2695,7.825,613480,310,0.87,TRUE,1
39,599,2697,7.87813620071685,613242,311,0.88,TRUE,1
39,636,2700,7.9426523297491,618264,312,0.87,TRUE,1
39,660,2703,7.92142857142857,621040,313,0.87,TRUE,1
39,688,2712,7.26732673267327,667206,314,0.8,TRUE,1
39,720,2715,7.3489932885906,652620,315,0.85,TRUE,1
39,747,2721,7.43686006825939,638447,316,0.87,TRUE,1
39,785,2718,7.65734265734266,626340,317,0.87,TRUE,1
39,820,2718,8.17045454545455,569448,318,0.85,TRUE,1
39,845,2727,7.39383561643836,630428,319,0.85,TRUE,1
39,874,2738,7.32423208191126,628778,320,0.83,TRUE,1
39,906,2740,7.25762711864407,631595,321,0.86,TRUE,1
39,935,2744,7.06622516556291,644468,322,0.89,TRUE,1
39,961,2744,7.16722408026756,640757,323,0.87,TRUE,1
39,994,2744,7.39655172413793,622050,324,0.84,TRUE,1
39,1023,2747,7.0625,652688,325,0.86,TRUE,1
39,1051,2747,6.87261146496815,677612,326,0.89,TRUE,1
39,1084,2744,7.35153583617747,631122,327,0.87,TRUE,1
39,1117,2738,7.18272425249169,650762,328,0.88,TRUE,1
39,1147,2736,6.771875,693440,329,0.87,TRUE,1
39,1188,2727,7.67017543859649,623010,330,0.87,TRUE,1
39,1223,2727,7.84587813620072,610731,331,0.86,TRUE,1
39,1254,2733,7.18360655737705,668255,332,0.87,TRUE,1
39,1289,2732,7.24333333333333,651900,333,0.86,TRUE,1
39,1319,2737,7.08852459016393,659410,334,0.88,TRUE,1
39,1360,2737,7.26174496644295,644872,335,0.83,TRUE,1
39,1398,2733,7.64583333333333,634176,336,0.84,TRUE,1
39,1434,2737,7,681408,337,0.86,TRUE,1
39,1468,2735,7.4554794520548,635684,338,0.87,TRUE,1
39,1495,2731,6.71865443425076,718419,339,0.88,TRUE,1
39,1521,2731,6.87460815047022,699567,340,0.88,TRUE,1
39,1557,2731,7.37414965986395,637392,341,0.81,TRUE,1
39,1586,2732,7.13680781758958,672637,342,0.84,TRUE,1
39,1615,2745,6.64923076923077,702325,343,0.88,TRUE,1
39,1641,2746,6.63719512195122,714056,344,0.88,TRUE,1
39,1673,2739,6.99041533546326,684844,345,0.85,TRUE,1
39,1703,2734,6.67889908256881,714168,346,0.86,TRUE,1
39,1733,2732,6.65957446808511,720839,347,0.85,TRUE,1
39,1764,2734,6.834375,699840,348,0.85,TRUE,1
39,1798,2736,7.08766233766234,672364,349,0.85,TRUE,1
39,1831,2734,6.91823899371069,699600,350,0.86,TRUE,1
39,1869,2731,6.74617737003058,721362,351,0.87,TRUE,1
39,1903,2725,6.7737003058104,724305,352,0.86,TRUE,1
39,1941,2719,7.29042904290429,669327,353,0.87,TRUE,1
39,1985,2701,7.06521739130435,732550,354,0.88,TRUE,1
39,2012,2682,7.61538461538462,680823,355,0.86,TRUE,1
39,2053,2549,9.13793103448276,376565,356,0.71,TRUE,1
39,2081,2103,4.43478260869565,114954,357,0.79,TRUE,1
39,2104,1854,4.00813008130081,60639,358,0.34,TRUE,1
39,2057,1546,1.8780487804878,154693,359,0.45,TRUE,1
39,2047,1397,1.74712643678161,119016,360,0.86,TRUE,1
39,2050,1312,1.51680672268908,85918,361,0.7,TRUE,1
39,2079,1260,12.4173228346457,200279,362,0.45,TRUE,1
43,105,2255,0,0,362,0.55,TRUE,1
43,120,2262,12.504,195375,363,0.47,TRUE,1
43,151,2339,11.1317829457364,185244,364,0.62,TRUE,1
43,161,2302,12.3454545454545,149380,365,0.66,TRUE,1
43,191,2317,14.25,131328,366,0.54,TRUE,1
43,203,2318,11.2,175000,367,0.55,TRUE,1
43,219,2311,9.21794871794872,224328,368,0.57,TRUE,1
43,243,2326,9.17365269461078,255844,369,0.35,TRUE,1
43,272,2334,8.1015228426396,314412,370,0.33,TRUE,1
43,308,2359,9.98701298701299,236852,371,0.44,TRUE,1
43,348,2359,9.30434782608696,78752,372,0.38,TRUE,1
43,382,2363,13.3983050847458,186558,373,0.29,TRUE,1
43,401,2297,12.6344827586207,265640,374,0.2,TRUE,1
43,425,2271,13.6716417910448,245488,375,0.41,TRUE,1
43,449,2281,10.4719101123596,82948,376,0.1,TRUE,1
43,470,2250,14.208,222000,377,0.14,TRUE,1
43,490,2241,10.5454545454545,81664,378,0.28,TRUE,1
43,522,2258,9.66315789473684,87210,379,0.18,TRUE,1
43,549,2258,14.528,227000,380,0.16,TRUE,1
43,576,2255,11.8831168831169,70455,381,0.3,TRUE,1
43,595,2216,11.2345679012346,73710,382,0.44,TRUE,1
43,619,2220,14.7461538461538,249210,383,0.28,TRUE,1
43,645,2213,14.7222222222222,233730,384,0.23,TRUE,1
43,671,2211,11.5569620253165,72127,385,0.43,TRUE,1
43,692,2204,10.4712643678161,79257,386,0.36,TRUE,1
43,724,2251,10.4090909090909,80608,387,0.26,TRUE,1
43,750,2223,10.6279069767442,78604,388,0.17,TRUE,1
43,797,2199,10.1888888888889,82530,390,0.37,TRUE,1
43,818,2189,10.1098901098901,83720,391,0.38,TRUE,1
43,848,2043,12.2410714285714,153552,392,0.29,TRUE,1
43,867,1986,11.047619047619,77952,393,0.2,TRUE,1
43,951,2191,14.7910447761194,66397,396,0.14,TRUE,1
43,1006,2299,14.8196721311475,220576,398,0.18,TRUE,1
43,1026,2254,7.98198198198198,98346,399,0.14,TRUE,1
43,1049,2232,16.4,236160,400,0.13,TRUE,1
43,1104,2249,16.0655737704918,239120,402,0.12,TRUE,1
43,1144,2276,16.8157894736842,218538,403,0.22,TRUE,1
43,1219,2793,6.91666666666667,48804,405,0.14,TRUE,1
43,1260,2393,15.2258064516129,234112,407,0.16,TRUE,1
43,1306,2324,15,245760,408,0.24,TRUE,1
43,1336,2075,8.36111111111111,97524,409,0.13,TRUE,1
43,1379,2254,16.1339285714286,202384,410,0.13,TRUE,1
43,1414,2311,15.3884297520661,225302,411,0.22,TRUE,1
43,1454,2276,16.6083333333333,239160,412,0.22,TRUE,1
43,1503,2328,15.4471544715447,233700,413,0.13,TRUE,1
43,1542,2332,15.9274193548387,244900,414,0.19,TRUE,1
43,1580,2310,16.4793388429752,241274,415,0.2,TRUE,1
43,1620,2337,15.3230769230769,258960,416,0.16,TRUE,1
43,1661,2351,15.6821705426357,260967,417,0.13,TRUE,1
43,1708,2363,16.25,249860,418,0.36,TRUE,1
43,1752,2375,17.0512820512821,233415,419,0.12,TRUE,1
43,1797,2397,15.28125,250368,420,0.43,TRUE,1
43,1833,2400,15.875,228600,421,0.39,TRUE,1
43,1875,2403,16.0578512396694,235103,422,0.35,TRUE,1
43,1921,2420,16.3781512605042,231931,423,0.28,TRUE,1
43,1960,2429,13.7430555555556,284976,424,0.54,TRUE,1
43,2010,2429,14.7651515151515,257268,425,0.57,TRUE,1
43,2050,2426,14.6492537313433,263042,426,0.13,TRUE,1
43,2097,2426,17.0347826086957,225285,427,0.38,TRUE,1
43,2131,2239,8.21052631578947,106704,428,0.11,TRUE,1
50,80,2423,0,0,436,0.69,TRUE,1
50,90,2594,12.171270718232,398743,437,0.59,TRUE,1
50,117,2656,9.14754098360656,544608,438,0.58,TRUE,1
50,135,2734,9.00413223140496,527318,439,0.67,TRUE,1
50,156,2524,8.42926829268293,354240,440,0.52,TRUE,1
50,184,2622,10.8980582524272,462470,441,0.72,TRUE,1
50,206,2626,10.7799043062201,470877,442,0.69,TRUE,1
50,238,2611,10.110599078341,476098,443,0.69,TRUE,1
50,264,2616,10.6713615023474,484149,444,0.64,TRUE,1
50,273,2631,12.112426035503,345943,445,0.7,TRUE,1
50,287,2608,12.3114754098361,412299,446,0.65,TRUE,1
50,316,2650,12.0555555555556,316386,447,0.58,TRUE,1
50,337,2647,13.1620111731844,421724,448,0.77,TRUE,1
50,362,2658,12.7403314917127,417386,449,0.79,TRUE,1
50,377,2639,11.7722772277228,480356,450,0.83,TRUE,1
50,398,2623,12.4895833333333,460416,451,0.75,TRUE,1
50,423,2648,11.6243654822335,451130,452,0.72,TRUE,1
50,442,2626,12.3315217391304,417496,453,0.72,TRUE,1
50,462,2595,11.978835978836,427896,454,0.73,TRUE,1
50,481,2581,12.0695187165775,422059,455,0.75,TRUE,1
50,519,2637,11.4444444444444,448668,456,0.7,TRUE,1
50,545,2646,12.0518134715026,448918,457,0.73,TRUE,1
50,576,2648,11.5147058823529,479196,458,0.74,TRUE,1
50,599,2639,11.6421568627451,484500,459,0.74,TRUE,1
50,617,2650,12.524064171123,437954,460,0.74,TRUE,1
50,640,2642,11.6534653465347,475508,461,0.8,TRUE,1
50,657,2658,12.21875,450432,462,0.8,TRUE,1
50,679,2663,12.5580110497238,411413,463,0.74,TRUE,1
50,708,2668,12.2857142857143,406952,464,0.76,TRUE,1
50,732,2655,11.544502617801,421155,465,0.79,TRUE,1
50,755,2668,11.6528497409326,434057,466,0.82,TRUE,1
50,778,2665,11.9627659574468,422812,467,0.8,TRUE,1
50,800,2664,11.8756476683938,442356,468,0.82,TRUE,1
50,818,2661,12.1263736263736,401674,469,0.8,TRUE,1
50,840,2656,12.764367816092,386454,470,0.8,TRUE,1
50,859,2669,12.8735632183908,389760,471,0.78,TRUE,1
50,882,2666,12.5505617977528,397652,472,0.74,TRUE,1
50,909,2682,12,410700,473,0.75,TRUE,1
50,931,2681,12.5197740112994,392232,474,0.83,TRUE,1
50,957,2697,12.2252747252747,404950,475,0.79,TRUE,1
50,985,2697,12.353591160221,404716,476,0.82,TRUE,1
50,1015,2701,12.4972375690608,409422,477,0.83,TRUE,1
50,1047,2696,12.8342857142857,393050,478,0.78,TRUE,1
50,1078,2709,12.2888888888889,398160,479,0.75,TRUE,1
50,1112,2696,11.6082474226804,436888,480,0.82,TRUE,1
50,1142,2702,11.7098445595855,436180,481,0.85,TRUE,1
50,1171,2699,11.5051546391753,433008,482,0.85,TRUE,1
50,1201,2695,12.103825136612,405345,483,0.83,TRUE,1
50,1237,2716,12.6666666666667,383496,484,0.77,TRUE,1
50,1273,2715,12.103825136612,405345,485,0.78,TRUE,1
50,1310,2702,12.0782122905028,386998,486,0.83,TRUE,1
50,1344,2719,11.8162162162162,404410,487,0.82,TRUE,1
50,1377,2743,12.5917159763314,359632,488,0.75,TRUE,1
50,1403,2757,11.3227513227513,404460,489,0.8,TRUE,1
50,1434,2753,10.7524752475248,438744,490,0.81,TRUE,1
50,1473,2741,11.4659685863874,418290,491,0.81,TRUE,1
50,1509,2734,11.3730569948187,423635,492,0.82,TRUE,1
50,1537,2734,10.5576923076923,456768,493,0.84,TRUE,1
50,1577,2737,11.1836734693878,429632,494,0.2,TRUE,1
50,1601,2736,11.896174863388,398391,495,0.83,TRUE,1
50,1629,2739,11.956043956044,396032,496,0.13,TRUE,1
50,1660,2745,11.4052631578947,411730,497,0.82,TRUE,1
50,1691,2746,11.6918918918919,400155,498,0.82,TRUE,1
50,1717,2741,11.3947368421053,411350,499,0.83,TRUE,1
50,1757,2739,11.9130434782609,403328,500,0.81,TRUE,1
50,1792,2734,11.6105263157895,419140,501,0.83,TRUE,1
50,1820,2737,11.1421319796954,432415,502,0.8,TRUE,1
50,1862,2738,11.1683673469388,429044,503,0.79,TRUE,1
50,1894,2738,10.7044334975369,441119,504,0.83,TRUE,1
50,1930,2739,10.4306220095694,455620,505,0.81,TRUE,1
50,1970,2738,11.1370558375635,432218,506,0.83,TRUE,1
50,2006,2739,11.0969387755102,426300,507,0.82,TRUE,1
50,2044,2742,10.6421568627451,442884,508,0.81,TRUE,1
50,2071,2746,11.8360655737705,396378,509,0.82,TRUE,1
50,2086,2684,14.0304878048781,377364,510,0.48,TRUE,1
50,2093,2649,12.0610687022901,206980,511,0.34,TRUE,1
50,2121,2613,10.2037037037037,267786,512,0.33,TRUE,1
50,2116,2387,11.0365853658537,296840,513,0.48,TRUE,1
53,50,2438,0,0,510,0.63,TRUE,1
53,65,2586,12.0610687022901,206980,511,0.55,TRUE,1
53,81,2417,10.2037037037037,267786,512,0.59,TRUE,1
53,111,2400,11.0365853658537,296840,513,0.7,TRUE,1
53,137,2427,9.84313725490196,230418,514,0.47,TRUE,1
53,156,2420,8.64444444444444,280080,515,0.49,TRUE,1
53,192,2428,10.6643835616438,227322,516,0.58,TRUE,1
53,223,2396,11.5547945205479,246302,517,0.41,TRUE,1
53,248,2382,12.5220588235294,231608,518,0.55,TRUE,1
53,271,2380,12.2391304347826,233082,519,0.55,TRUE,1
53,296,2440,12.8263888888889,265968,520,0.12,TRUE,1
53,323,2407,8.36936936936937,103119,521,0.18,TRUE,1
53,350,2397,12.8759689922481,214269,522,0.16,TRUE,1
53,375,2391,9.27,92700,523,0.21,TRUE,1
53,405,2387,12.7045454545455,221364,524,0.15,TRUE,1
53,437,2447,13.6666666666667,260268,525,0.24,TRUE,1
